0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.779913	0.722413	6.65259	1.97674	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.19545	0.535063	10.3167	-0.0105178	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.00709	0.530679	4.56111	2.62542	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.31576	0.654441	4.88135	2.23996	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.6717	0.607493	5.35116	1.25226	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
1.98433	0.666432	5.47375	1.12458	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.23493	0.679157	5.27332	0.888466	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.52733	0.713191	5.34074	0.804977	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.81182	0.702979	5.33183	0.560037	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.06929	0.717974	5.31823	0.515731	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.36923	0.648139	5.35988	0.117909	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.68875	0.585267	5.47873	-0.161148	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
3.96893	0.601374	5.49239	-0.0745402	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.25493	0.592	5.51468	-0.0971101	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.51131	0.607748	5.34483	-0.0401074	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.70149	0.684756	5.18868	0.235539	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.95453	0.678908	5.04442	0.159461	5.20902	0.66599	5.01315	0.679804	5.1727	0.272649
5.25858	0.67024	5.14187	0.101235	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.52101	0.676703	5.27434	0.118997	5.22835	0.639362	5.53013	0.710295	5.16422	0.337868
5.82283	0.684801	5.3432	0.123341	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.06473	0.62673	5.14229	-0.0928156	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.31861	0.716045	5.1213	0.196224	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.56881	0.744351	5.06639	0.248892	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.81647	0.744658	5.05789	0.212666	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.05834	0.729339	4.88329	0.119587	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.27134	0.80812	4.81676	0.337161	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.57192	0.821399	5.16096	0.347001	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.82828	0.800599	5.16286	0.235692	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.07618	0.816494	4.98041	0.233077	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.3124	0.833694	4.95651	0.250026	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.58593	0.92456	5.23369	0.49822	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.82916	0.985073	5.19618	0.601386	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.12163	1.02316	5.24403	0.620483	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.36308	1.05499	5.20623	0.62464	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.64444	1.12883	5.2561	0.745918	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.92447	1.26165	5.27652	1.01261	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.1698	1.34589	5.01876	1.08097	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.3914	1.42481	4.96231	1.15397	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.6214	1.49722	4.72695	1.16939	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.8394	1.52145	4.69773	1.07739	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.1107	1.56362	4.88882	1.05658	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.3934	1.60995	4.95949	1.0325	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.6248	1.65097	4.86268	0.996002	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.852	1.71975	4.83115	1.05059	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.113	1.80299	4.99268	1.1518	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.3582	1.83317	4.98808	1.07779	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.6179	1.88133	5.09453	1.07354	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
12.8191	2.03274	4.98409	1.34804	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
